Associated with;Overall file decorastors;Cycl. Number;Cycl. Density;Halstead Bugs;Halstead Difficulty;Halstead Effort;Halstead Length;Halstead Time;Halstead Vocabulary;Halstead Volume;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;LOC Physical;LOC Logical;Method Name;Method Max Depth;Method Number Nested Methods;Method Parameter Names;Associated Class Name;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\decoratorFabricMenuServices\top-left-fabric-menu.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\decoratorFabricMenuServices\top-left-fabric-menu.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,TopLeftFabricMenuService,service,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
TopLeftFabricMenuService;1;2,0;18,182;0,117;9,167;3208,333;70,0;178,241;32,0;350,0;21,0;35,0;drawControllerIcon,controls,apply,originalValue,type,prototype,target,helpPuzzleService,getIcon,result,args,Control,null,TopLeftFabricMenuService,service,fabric,topLeft,Object,cornerSize,render,assign;11,0;35,0;!==,(),new,{},const,this,:,=,if,.,return;11,0;11,0;<anon method-5>;0;0;args;TopLeftFabricMenuService;
TopLeftFabricMenuService;1;1,0;100,0;0,003;1,0;8,0;4,0;0,444;4,0;8,0;2,0;2,0;_decorated,TopLeftFabricMenuService;2,0;2,0;return,.;3,0;1,0;getDecorated;0;0;;TopLeftFabricMenuService;
TopLeftFabricMenuService;1;2,0;15,385;0,124;7,714;2873,841;70,0;159,658;40,0;372,535;28,0;36,0;controls,type,offsetX,Control,offsetY,helpForPuzzle,render,drawControllerIcon,16,prototype,target,helpPuzzleService,mouseUpHandler,getIcon,args,0,null,TopLeftFabricMenuService,service,fabric,topLeft,0.5,x,"pointer",y,Object,cornerSize,cursorStyle;12,0;34,0;!==,new,(),{},[],const,- (prefix),this,:,=,if,.;15,0;13,0;<anon method-6>;0;0;args;TopLeftFabricMenuService;
TopLeftFabricMenuService;1;1,0;100,0;0,003;3,0;30,0;5,0;1,667;4,0;10,0;1,0;2,0;decorated;3,0;3,0;this,=,.;3,0;1,0;<anon method-1>;0;0;decorated;TopLeftFabricMenuService;
TopLeftFabricMenuService;1;1,0;50,0;0,007;2,0;39,303;7,0;2,183;7,0;19,651;3,0;3,0;args,descriptor,value;4,0;4,0;function,... (rest),=,.;17,0;2,0;applyDecorator;0;0;target,propertyKey,descriptor;TopLeftFabricMenuService;
TopLeftFabricMenuService;1;1,0;50,0;0,007;2,0;39,303;7,0;2,183;7,0;19,651;3,0;3,0;args,descriptor,value;4,0;4,0;function,... (rest),=,.;5,0;2,0;<anon method-3>;0;0;target,propertyKey,descriptor;TopLeftFabricMenuService;
TopLeftFabricMenuService;1;1,0;33,333;0,014;3,75;154,534;13,0;8,585;9,0;41,209;4,0;6,0;args,originalValue,descriptor,value;5,0;7,0;const,function,... (rest),=,.;14,0;3,0;applyDecoratorPick;0;0;target,propertyKey,descriptor;TopLeftFabricMenuService;
TopLeftFabricMenuService;1;1,0;50,0;0,004;1,0;11,61;5,0;0,645;5,0;11,61;3,0;3,0;propertyKey,descriptor,target;2,0;2,0;function,return;7,0;2,0;setDecorator;0;0;shouldApply;TopLeftFabricMenuService;
TopLeftFabricMenuService;1;1,0;25,0;0,02;3,75;220,539;17,0;12,252;11,0;58,81;6,0;9,0;img,HTMLImageElement,src,icon,Image,"data:image/svg+xml,base64,PHN2ZyB3aWR0aD0iMTAwcHgiIGhlaWdodD0iMTAwcHgiIHZpZXdCb3g9IjAgMCAxMDAgMTAwIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciPjxjaXJjbGUgZmlsbD0iI0YwQzQxOSIgY3g9IjUwIiBjeT0iNTAiIHI9IjUwIi8+PGNsaXBQYXRoIGlkPSJhIj48Y2lyY2xlIGN4PSI1MCIgY3k9IjUwIiByPSI1MCIvPjwvY2xpcFBhdGg+PGcgZmlsbC1ydWxlPSJldmVub2RkIiBjbGlwLXJ1bGU9ImV2ZW5vZGQiIGNsaXAtcGF0aD0idXJsKCNhKSI+PHBhdGggZmlsbD0iI0ZDRjA2MiIgZD0iTTcuNjE5IDIxLjY2M0w0OS45OTkgNTAgMjEuNjg5IDcuNTk0IDcuNjE5IDIxLjY2M3ptODQuNzc1LjAxOUw3OC4zMjkgNy42MDcgNTAgNTAgLjAwNSA0MC4wMzkgMCA1OS45NCA1MCA1MCA3LjYwNiA3OC4zMTlsMTQuMDY1IDE0LjA3NUw1MCA1MC4wMDFsLTkuOTU4IDUwLjAxIDE5Ljg5NS4wMDRMNTAgNTAuMDAxbDI4LjMxIDQyLjQwNiAxNC4wNzEtMTQuMDdMNTAgNTBsNDIuMzk0LTI4LjMxOHpNMTAwIDQwLjA2MUw1MCA1MGw0OS45OTYgOS45NjIuMDA0LTE5LjkwMXpNNDAuMDYzLS4wMTRMNTAgNDkuOTk5IDU5Ljk1OC0uMDEgNDAuMDYzLS4wMTR6Ii8+PHBhdGggZmlsbD0iI0ZDRjA2MiIgc3Ryb2tlPSIjRjI5QzFGIiBzdHJva2Utd2lkdGg9IjQiIHN0cm9rZS1taXRlcmxpbWl0PSIxMCIgZD0iTTYwIDkzSDQwYzAtNy41NzUtMy40ODctMTcuNTY1LTcuOTktMjEuMzI0QTI4LjExNCAyOC4xMTQgMCAwIDEgMjIgNTAuMTI1QzIyIDM0LjU5MiAzNC41MzYgMjIgNTAgMjJzMjggMTIuNTkyIDI4IDI4LjEyNWMwIDguNjY3LTQuMTU2IDE2LjEzLTEwLjA0IDIxLjU3NkM2My4xOTEgNzYuNDcgNjAgODUuNDY2IDYwIDkzeiIvPjxwYXRoIGZpbGw9IiNGMjlDMUYiIGQ9Ik01MyA5NWExIDEgMCAwIDEtMS0xVjYxaC00djMzYTEgMSAwIDAgMS0xIDFoLTJhMSAxIDAgMCAxLTEtMVY2MWgtMi41Yy0zLjU4NCAwLTYuNS0yLjkxNi02LjUtNi41czIuOTE2LTYuNSA2LjUtNi41YTYuNDYgNi40NiAwIDAgMSA2LjQ0NiA1LjY4NEEuOTQ5Ljk0OSAwIDAgMSA0OCA1NHYzaDR2LTNjMC0uMTE1LjAyLS4yMjYuMDU2LS4zMjlBNi40NiA2LjQ2IDAgMCAxIDU4LjUgNDhjMy41ODQgMCA2LjUgMi45MTYgNi41IDYuNVM2Mi4wODQgNjEgNTguNSA2MUg1NnYzM2ExIDEgMCAwIDEtMSAxaC0yem01LjUtMzhjMS4zNzkgMCAyLjUtMS4xMjEgMi41LTIuNXMtMS4xMjEtMi41MDEtMi41LTIuNTAxYTIuNTA0IDIuNTA0IDAgMCAwLTIuNDU5IDIuMTQ0bC0uMDQxLjE3M1Y1N2gyLjV6bS0xNy01LjAwMWMtMS4zNzggMC0yLjUgMS4xMjItMi41IDIuNTAxczEuMTIyIDIuNSAyLjUgMi41SDQ0di0yLjY5MmwtLjA0LS4xNjVhMi41MDUgMi41MDUgMCAwIDAtMi40Ni0yLjE0NHoiLz48cGF0aCBmaWxsPSIjRTU3RTI1IiBkPSJNMzggOTFoMjR2OUgzOHYtOXptNi0yN2g0di0zaC00djN6bTgtM3YzaDR2LTNoLTR6Ii8+PC9nPjwvc3ZnPg==";5,0;8,0;new,const,=,.,return;6,0;4,0;getIcon;0;0;;TopLeftFabricMenuService;
TopLeftFabricMenuService;1;1,0;20,0;0,018;1,714;91,116;16,0;5,062;10,0;53,151;7,0;8,0;_decorated,TopLeftFabricMenuService,false,isDecorated,decorated,target,setDecorated;3,0;8,0;function,=,.;7,0;5,0;createDecorator;0;0;target,propertyKey,descriptor;TopLeftFabricMenuService;
TopLeftFabricMenuService;1;1,0;100,0;0,004;1,0;11,61;5,0;0,645;5,0;11,61;3,0;3,0;_decorated,TopLeftFabricMenuService,decorated;2,0;2,0;=,.;3,0;1,0;setDecorated;0;0;decorated;TopLeftFabricMenuService;
TopLeftFabricMenuService;1;1,0;100,0;0,004;1,0;11,61;5,0;0,645;5,0;11,61;3,0;3,0;shouldApply,decorated,target;2,0;2,0;=,.;3,0;1,0;<anon method-4>;0;0;args;TopLeftFabricMenuService;
TopLeftFabricMenuService;1;1,0;100,0;0,003;1,5;12,0;4,0;0,667;4,0;8,0;1,0;1,0;decorated;3,0;3,0;this,return,.;1,0;1,0;<anon method-2>;0;0;;TopLeftFabricMenuService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\decoratorFabricMenuServices\top-right-fabric-menu.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\decoratorFabricMenuServices\top-right-fabric-menu.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,it,TopRightFabricMenuService;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\decoratorFabricMenuServices\top-right-fabric-menu.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,TopRightFabricMenuService,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
TopRightFabricMenuService;1;1,0;100,0;0,004;1,0;11,61;5,0;0,645;5,0;11,61;3,0;3,0;shouldApply,decorated,target;2,0;2,0;=,.;3,0;1,0;<anon method-4>;0;0;args;TopRightFabricMenuService;
TopRightFabricMenuService;1;2,0;15,385;0,123;8,357;3089,394;69,0;171,633;41,0;369,671;28,0;36,0;controls,returnPuzzle,type,offsetX,Control,offsetY,render,drawControllerIcon,returnPuzzleService,16,topRight,prototype,target,mouseUpHandler,getIcon,args,0,null,service,fabric,0.5,x,"pointer",y,Object,cornerSize,TopRightFabricMenuService,cursorStyle;13,0;33,0;!==,new,(),{},[],const,- (prefix),this,.,+ (prefix),:,=,if;15,0;13,0;<anon method-6>;0;0;args;TopRightFabricMenuService;
TopRightFabricMenuService;1;1,0;50,0;0,007;2,0;39,303;7,0;2,183;7,0;19,651;3,0;3,0;args,descriptor,value;4,0;4,0;function,... (rest),=,.;5,0;2,0;<anon method-3>;0;0;target,propertyKey,descriptor;TopRightFabricMenuService;
TopRightFabricMenuService;1;1,0;100,0;0,003;1,0;8,0;4,0;0,444;4,0;8,0;2,0;2,0;_decorated,TopRightFabricMenuService;2,0;2,0;return,.;3,0;1,0;getDecorated;0;0;;TopRightFabricMenuService;
TopRightFabricMenuService;1;1,0;100,0;0,003;3,0;30,0;5,0;1,667;4,0;10,0;1,0;2,0;decorated;3,0;3,0;this,=,.;3,0;1,0;<anon method-1>;0;0;decorated;TopRightFabricMenuService;
TopRightFabricMenuService;1;1,0;100,0;0,004;1,0;11,61;5,0;0,645;5,0;11,61;3,0;3,0;_decorated,TopRightFabricMenuService,decorated;2,0;2,0;=,.;3,0;1,0;setDecorated;0;0;decorated;TopRightFabricMenuService;
TopRightFabricMenuService;1;1,0;100,0;0,003;1,5;12,0;4,0;0,667;4,0;8,0;1,0;1,0;decorated;3,0;3,0;this,return,.;1,0;1,0;<anon method-2>;0;0;;TopRightFabricMenuService;
TopRightFabricMenuService;1;1,0;50,0;0,004;1,0;11,61;5,0;0,645;5,0;11,61;3,0;3,0;propertyKey,descriptor,target;2,0;2,0;function,return;7,0;2,0;setDecorator;0;0;shouldApply;TopRightFabricMenuService;
TopRightFabricMenuService;1;1,0;20,0;0,018;1,714;91,116;16,0;5,062;10,0;53,151;7,0;8,0;_decorated,false,isDecorated,TopRightFabricMenuService,decorated,target,setDecorated;3,0;8,0;function,=,.;7,0;5,0;createDecorator;0;0;target,propertyKey,descriptor;TopRightFabricMenuService;
TopRightFabricMenuService;1;1,0;33,333;0,014;3,75;154,534;13,0;8,585;9,0;41,209;4,0;6,0;args,originalValue,descriptor,value;5,0;7,0;const,function,... (rest),=,.;14,0;3,0;applyDecoratorPick;0;0;target,propertyKey,descriptor;TopRightFabricMenuService;
TopRightFabricMenuService;1;1,0;25,0;0,02;3,75;220,539;17,0;12,252;11,0;58,81;6,0;9,0;img,HTMLImageElement,src,icon,Image,"data:image/svg+xml,base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iaXNvLTg4NTktMSI/Pg0KPCEtLSBHZW5lcmF0b3I6IEFkb2JlIElsbHVzdHJhdG9yIDE5LjAuMCwgU1ZHIEV4cG9ydCBQbHVnLUluIC4gU1ZHIFZlcnNpb246IDYuMDAgQnVpbGQgMCkgIC0tPg0KPHN2ZyB2ZXJzaW9uPSIxLjEiIGlkPSJMYXllcl8xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIiB4PSIwcHgiIHk9IjBweCINCgkgdmlld0JveD0iMCAwIDUxMS45OTggNTExLjk5OCIgc3R5bGU9ImVuYWJsZS1iYWNrZ3JvdW5kOm5ldyAwIDAgNTExLjk5OCA1MTEuOTk4OyIgeG1sOnNwYWNlPSJwcmVzZXJ2ZSI+DQo8cG9seWdvbiBzdHlsZT0iZmlsbDojRjRCMkIwOyIgcG9pbnRzPSIxNzguNjUyLDQ2Mi4wNjcgMTEwLjI3Niw0NjIuMDY3IDgyLjkxOCwxMDYuMTc3IDE3OC42NTIsMTA2LjE3NyAiLz4NCjxwYXRoIHN0eWxlPSJmaWxsOiNCMzQwNEE7IiBkPSJNMzExLjE5OCw3MC40NzVjLTguNDg0LDAtMTUuMzY1LTYuODgtMTUuMzY1LTE1LjM2NVYzMC43M0gxODkuMjMyVjU1LjExDQoJYzAsOC40ODQtNi44OCwxNS4zNjUtMTUuMzY1LDE1LjM2NXMtMTUuMzY1LTYuODgtMTUuMzY1LTE1LjM2NVYxNS4zNjVDMTU4LjUwMyw2Ljg4LDE2NS4zODMsMCwxNzMuODY3LDBoMTM3LjMzMQ0KCWM4LjQ4NCwwLDE1LjM2NSw2Ljg4LDE1LjM2NSwxNS4zNjVWNTUuMTFDMzI2LjU2Myw2My41OTYsMzE5LjY4NCw3MC40NzUsMzExLjE5OCw3MC40NzV6Ii8+DQo8cGF0aCBzdHlsZT0iZmlsbDojRjRCMkIwOyIgZD0iTTM4MC4wNTIsMzE5Ljk0OGwxNi4zOTEtMjEzLjc2OUgzMDAuNzF2MjY3LjM2OUMzMTMuOTY1LDM0Mi41OTIsMzQ0LjQzNSwzMjAuNzIsMzgwLjA1MiwzMTkuOTQ4eiIvPg0KPGc+DQoJPHBhdGggc3R5bGU9ImZpbGw6I0IzNDA0QTsiIGQ9Ik00NzAuMzA0LDM5Mi45MjNjLTguNDg0LDAtMTUuMzY1LDYuODgtMTUuMzY1LDE1LjM2NWMwLDQwLjI0Mi0zMi43NDEsNzIuOTgzLTcyLjk4Myw3Mi45ODMNCgkJYy00MC4yNDMsMC03Mi45ODQtMzIuNzQxLTcyLjk4NC03Mi45ODNjMC0zNC40NzksMjQuNTIyLTYzLjg0NSw1Ny4wMjgtNzEuMjA4YzAuMDExLTAuMDAyLDAuMDItMC4wMDUsMC4wMzEtMC4wMDYNCgkJYzIuMzAzLTAuNTIxLDQuNjQ1LTAuOTMsNy4wMjItMS4yMjNjMC4wNDgtMC4wMDYsMC4wOTUtMC4wMTEsMC4xNDMtMC4wMTdjMS4xMTktMC4xMzUsMi4yNDUtMC4yNDQsMy4zNzctMC4zMjkNCgkJYzAuMDgxLTAuMDA2LDAuMTY0LTAuMDE0LDAuMjQ2LTAuMDE4YzEuMTgzLTAuMDgzLDIuMzc0LTAuMTQsMy41NzEtMC4xNjZjOC4wNzctMC4xNzEsMTQuNTU0LTYuNTQ0LDE1LjAwNS0xNC40NzVsMTUuMjgyLTE5OS4zMDINCgkJaDI2Ljk5MWM4LjQ4NCwwLDE1LjM2NS02Ljg4LDE1LjM2NS0xNS4zNjVzLTYuODgtMTUuMzY1LTE1LjM2NS0xNS4zNjVoLTQxLjIyNGgtOTUuNzM1SDE3OC42NTJIODIuOTE4SDQxLjY5NQ0KCQljLTguNDg0LDAtMTUuMzY1LDYuODgtMTUuMzY1LDE1LjM2NXM2Ljg4LDE1LjM2NSwxNS4zNjUsMTUuMzY1aDI2Ljk5NGwyNi4yNjgsMzQxLjcwNGMwLjYxNSw4LjAwNSw3LjI5MSwxNC4xODYsMTUuMzIsMTQuMTg2DQoJCWg2OC4zNzZoNDcuODY2YzguNDg0LDAsMTUuMzY1LTYuODgsMTUuMzY1LTE1LjM2NWMwLTguNDg0LTYuODgtMTUuMzY1LTE1LjM2NS0xNS4zNjVoLTMyLjUwMVYxMjEuNTQyaDkxLjMyN3YyNDguOTY1DQoJCWMtNC42NDgsMTEuODkxLTcuMTAzLDI0LjY1My03LjEwMywzNy43NzljMCw1Ny4xODgsNDYuNTI2LDEwMy43MTIsMTAzLjcxNCwxMDMuNzEyczEwMy43MTItNDYuNTI1LDEwMy43MTItMTAzLjcxMg0KCQlDNDg1LjY2OSwzOTkuODAyLDQ3OC43ODgsMzkyLjkyMyw0NzAuMzA0LDM5Mi45MjN6IE0zMTYuMDc1LDEyMS41NDJoNjMuNzgybC0xNC4xMzEsMTg0LjMwMmMtMC4wNjksMC4wMTEtMC4xMzcsMC4wMjYtMC4yMDYsMC4wMzUNCgkJYy0wLjkzMSwwLjE0Ny0xLjg1NiwwLjMyLTIuNzgxLDAuNDkyYy0wLjI3MywwLjA1Mi0wLjU0NSwwLjEwMy0wLjgxNywwLjE1OGMtMTYuODM1LDMuMjgzLTMyLjUyOSwxMC42NzUtNDUuODQ2LDIxLjY2NlYxMjEuNTQyDQoJCUgzMTYuMDc1eiBNMTYzLjI4Nyw0NDYuNzAzaC0zOC43ODJMOTkuNTA5LDEyMS41NDJoNjMuNzc5djMyNS4xNjFIMTYzLjI4N3oiLz4NCgk8cGF0aCBzdHlsZT0iZmlsbDojQjM0MDRBOyIgZD0iTTQwMy42ODUsNDA4LjI5N2w3Ljk2OC03Ljk2OGM2LTYsNi0xNS43MjksMC0yMS43M2MtNi4wMDEtNS45OTgtMTUuNzI3LTUuOTk4LTIxLjczLDBsLTcuOTY4LDcuOTY4DQoJCWwtNy45NjgtNy45NjhjLTUuOTk4LTUuOTk1LTE1LjcyNC01Ljk5OC0yMS43MywwYy02LDYtNiwxNS43MjksMCwyMS43M2w3Ljk2OCw3Ljk2OGwtNy45NjgsNy45NjhjLTYsNi02LDE1LjcyOSwwLDIxLjczDQoJCWMzLjAwMSwyLjk5OSw2LjkzMyw0LjUsMTAuODY0LDQuNWMzLjkzMiwwLDcuODY0LTEuNTAxLDEwLjg2NC00LjVsNy45NjgtNy45NjhsNy45NjgsNy45NjhjMy4wMDEsMi45OTksNi45MzMsNC41LDEwLjg2NCw0LjUNCgkJYzMuOTMyLDAsNy44NjQtMS41MDEsMTAuODY0LTQuNWM2LTYsNi0xNS43MjksMC0yMS43M0w0MDMuNjg1LDQwOC4yOTd6Ii8+DQo8L2c+DQo8Zz4NCjwvZz4NCjxnPg0KPC9nPg0KPGc+DQo8L2c+DQo8Zz4NCjwvZz4NCjxnPg0KPC9nPg0KPGc+DQo8L2c+DQo8Zz4NCjwvZz4NCjxnPg0KPC9nPg0KPGc+DQo8L2c+DQo8Zz4NCjwvZz4NCjxnPg0KPC9nPg0KPGc+DQo8L2c+DQo8Zz4NCjwvZz4NCjxnPg0KPC9nPg0KPGc+DQo8L2c+DQo8L3N2Zz4NCg==";5,0;8,0;new,const,=,.,return;6,0;4,0;getIcon;0;0;;TopRightFabricMenuService;
TopRightFabricMenuService;1;2,0;18,182;0,117;9,167;3208,333;70,0;178,241;32,0;350,0;21,0;35,0;drawControllerIcon,returnPuzzleService,controls,apply,topRight,originalValue,type,prototype,target,getIcon,result,args,Control,null,service,fabric,Object,cornerSize,TopRightFabricMenuService,render,assign;11,0;35,0;!==,(),new,{},const,this,:,=,if,.,return;11,0;11,0;<anon method-5>;0;0;args;TopRightFabricMenuService;
TopRightFabricMenuService;1;1,0;50,0;0,007;2,0;39,303;7,0;2,183;7,0;19,651;3,0;3,0;args,descriptor,value;4,0;4,0;function,... (rest),=,.;17,0;2,0;applyDecorator;0;0;target,propertyKey,descriptor;TopRightFabricMenuService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\delete-puzzle-service.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\delete-puzzle-service.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,DeletePuzzleServiceService,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleControllers\delete-puzzle-service.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,DeletePuzzleServiceService,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
DeletePuzzleServiceService;1;3,0;20,0;0,1;8,0;2394,563;61,0;133,031;30,0;299,32;20,0;32,0;"_objects",puzzleImage,console,canvas,requestRenderAll,log,forEach,removeFromBoard,Image,target,undefined,transform,fabric,_objects,manageGraphicsService,"Error: canvas is undefined - cant return puzzle from board!",discardActiveObject,true,boardCanvas,puzzleFabricImage;10,0;29,0;!==,(),const,in,else,function=>,=,if,.,return;20,0;15,0;<anon method-1>;0;0;eventData,transform;DeletePuzzleServiceService;
DeletePuzzleServiceService;1;1,0;100,0;0,005;1,0;15,51;6,0;0,862;6,0;15,51;4,0;4,0;puzzleImage,manageGraphicsService,removeFromBoard,boardCanvas;2,0;2,0;(),.;3,0;1,0;<anon method-2>;0;0;puzzleImage;DeletePuzzleServiceService;
