Associated with;Overall file decorastors;Cycl. Number;Cycl. Density;Halstead Bugs;Halstead Difficulty;Halstead Effort;Halstead Length;Halstead Time;Halstead Vocabulary;Halstead Volume;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;LOC Physical;LOC Logical;Method Name;Method Max Depth;Method Number Nested Methods;Method Parameter Names;Associated Class Name;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\puzzle-generator-quadro.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,PuzzleGeneratorQuadroService,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm1\puzzle-generator-quadro.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,PuzzleGeneratorQuadroService,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
PuzzleGeneratorQuadroService;1;1,0;50,0;0,014;1,5;64,529;12,0;3,585;12,0;43,02;9,0;9,0;photoCanvasHeight,boardCanvasHeight,polygon,processPolygon,targetCanvas,photoCanvasWidth,context,radius,boardCanvasWidth;3,0;3,0;(),this,.;1,0;2,0;<anon method-1>;0;0;polygon;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;1,0;50,0;0,024;4,0;292,33;22,0;16,241;10,0;73,082;6,0;12,0;minY,minX,x,y,radius,point;4,0;10,0;+,=,-,.;4,0;2,0;<anon method-6>;0;0;point;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;1,0;16,667;0,04;2,077;249,231;30,0;13,846;16,0;120,0;13,0;18,0;strokeStyle,"#cfc",beginPath,thickness,lineTo,stroke,lineWidth,context,y1,x1,y2,x2,moveTo;3,0;12,0;(),=,.;8,0;6,0;drawLine;0;0;context,x1,y1,x2,y2,thickness;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;1,0;25,0;0,091;6,0;1644,777;72,0;91,377;14,0;274,13;11,0;44,0;leftTopPoint,1,leftBottomPoint,2,rightTopPoint,5,x,rightBottomPoint,y,drawLine,sourceContext;3,0;28,0;(),this,.;6,0;4,0;drawScheme;0;0;sourceContext,leftBottomPoint,leftTopPoint,rightTopPoint,rightBottomPoint;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;1,0;12,5;0,049;3,6;532,863;40,0;29,604;13,0;148,018;10,0;24,0;min,minY,minX,max,maxY,maxX,x,y,Math,point;3,0;16,0;(),=,.;6,0;8,0;<anon method-3>;0;0;point;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;drawBordersService,store,shufflePuzzlesService;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;1,0;7,692;0,136;9,783;3997,134;81,0;222,063;33,0;408,596;23,0;45,0;getImageData,newWidth,imageData,targetCanvas,maxY,forEach,newHeight,maxX,drawBordersAndInsertToBoard,point,sourceContext,points,0,2,boardCanvasHeight,minY,polygon,minX,width,drawBordersService,radius,boardCanvasWidth,height;10,0;36,0;(),const,function=>,this,let,*,+,=,-,.;20,0;13,0;processPolygon;0;0;polygon,width,height,targetCanvas,sourceContext,radius,boardCanvasWidth,boardCanvasHeight;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;2,0;25,0;0,062;5,447;1021,31;39,0;56,739;28,0;187,487;19,0;23,0;console,puzzles,log,photoCanvasWidth,push,photoCanvasHeight,1,boardCanvasHeight,polygon,randomAngle,null,processId,puzzle,context,toString,"Error: error occured during creation of puzzle!",radius,processPolygonAndGetData,boardCanvasWidth;9,0;16,0;(),!==,const,else,this,+,=,if,.;10,0;8,0;<anon method-2>;0;0;polygon;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;11,0;21,569;0,546;46,129;75620,749;289,0;4201,153;51,0;1639,331;31,0;143,0;leftTopPoint,leftConnection,polygons,none,Math,points,random,leftBottomPoint,rightBottomPoint,topConnection,Polygon,rightConnection,connections,pointMap,Connection,length,i,j,fillProbability,fill,push,hole,1,2,3,polygon,innerCircles,rightTopPoint,Object,bottomConnection,assign;20,0;146,0;(),[],{},const,for,this,+,,,-,.,else,let,:,++ (postfix),<,=,if,===,>,return;67,0;51,0;createPolygonsFromPointMap;0;0;pointMap,sourceContext;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;1,0;33,333;0,011;2,5;82,5;11,0;4,583;8,0;33,0;4,0;5,0;dispatch,puzzles,addPuzzles,store;4,0;6,0;(),{},this,.;3,0;3,0;insertPuzzlesToStore;0;0;puzzles;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;3,0;20,0;0,116;7,44;2596,808;67,0;144,267;37,0;349,033;25,0;31,0;polygons,log,createPointMap,undefined,photoCanvasHeight,processId,context,sourceCanvas,"2d",createPolygonsFromPointMap,console,puzzles,pointMap,"Error: context is null or one of canvases not exists",targetCanvas,photoCanvasWidth,forEach,shuffleArray,shufflePuzzlesService,0,Puzzle,null,polygon,insertPuzzlesToStore,getContext;12,0;36,0;&&,(),!==,[],const,else,this,function=>,let,=,if,.;25,0;15,0;divideToPuzzle;0;0;sourceCanvas,targetCanvas,photoCanvasWidth,photoCanvasHeight,boardCanvasWidth,boardCanvasHeight,radius,randomAngle;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;12,0;24,49;0,447;62,727;84194,148;243,0;4677,453;46,0;1342,226;22,0;115,0;numberColumns,randomColumn,pointMap,initialValueColumn,i,j,RandomUtilsService,Point,Math,0,1,maxPointRangeRow,width,x,randomNumber,y,maxSquareSizeHeight,maxSquareSizeWidth,randomRow,floor,numberRows,height;24,0;128,0;&&,(),!==,[],{},const,- (prefix),this,for,*,+,-,.,/,else,continue,let,:,++ (postfix),<,=,if,===,return;55,0;49,0;createPointMap;0;0;width,height;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;1,0;6,25;0,194;13,556;7881,122;110,0;437,84;39,0;581,394;27,0;61,0;imageData,maxY,newHeight,maxX,point,sourceContext,points,drawBordersAndSave,boardCanvasHeight,processId,positionLeftOnImage,radius,boardCanvasWidth,height,getImageData,newWidth,forEach,0,2,Puzzle,minY,polygon,randomAngle,minX,width,drawBordersService,positionTopOnImage;12,0;49,0;(),const,function=>,this,let,*,+,=,-,.,return,/;23,0;16,0;processPolygonAndGetData;0;0;polygon,processId,width,height,sourceContext,radius,boardCanvasWidth,boardCanvasHeight,randomAngle;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;1,0;12,5;0,049;3,6;532,863;40,0;29,604;13,0;148,018;10,0;24,0;min,minY,minX,max,maxY,maxX,x,y,Math,point;3,0;16,0;(),=,.;6,0;8,0;<anon method-5>;0;0;point;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;3,0;27,273;0,074;6,111;1351,401;46,0;75,078;28,0;221,138;18,0;22,0;console,pointMap,"Error: context is null or one of canvases not exists",targetCanvas,polygons,log,photoCanvasWidth,forEach,createPointMap,undefined,photoCanvasHeight,null,polygon,context,sourceCanvas,getContext,"2d",createPolygonsFromPointMap;10,0;24,0;&&,(),!==,const,else,this,function=>,=,if,.;11,0;11,0;divideToPuzzleWithInsertionToBoard;0;0;sourceCanvas,targetCanvas,photoCanvasWidth,photoCanvasHeight,boardCanvasWidth,boardCanvasHeight,radius;PuzzleGeneratorQuadroService;
PuzzleGeneratorQuadroService;1;1,0;50,0;0,024;4,0;292,33;22,0;16,241;10,0;73,082;6,0;12,0;minY,minX,x,y,radius,point;4,0;10,0;+,=,-,.;4,0;2,0;<anon method-4>;0;0;point;PuzzleGeneratorQuadroService;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm2\draw-borders2.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,DrawBordersService2,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm2\draw-borders2.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,DrawBordersService2,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm2\draw-borders2.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
DrawBordersService2;1;1,0;100,0;0,008;2,0;48,0;8,0;2,667;8,0;24,0;4,0;4,0;PI,180,Math,degrees;4,0;4,0;*,return,.,/;1,0;1,0;degreesToRadians;0;0;degrees;DrawBordersService2;
DrawBordersService2;1;1,0;20,0;0,025;4,286;322,647;21,0;17,925;12,0;75,284;7,0;12,0;"canvas",document,width,createElement,newCanvas,HTMLCanvasElement,height;5,0;9,0;(),const,=,.,return;6,0;5,0;createHTMLCanvas;0;0;width,height;DrawBordersService2;
DrawBordersService2;1;2,0;18,182;0,132;7,788;3076,09;77,0;170,894;35,0;394,955;26,0;45,0;imageData,createHTMLCanvas,boardCanvasHeight,scans,processId,positionLeftOnImage,context,drawPolygonFromScans,radius,"2d",boardCanvasWidth,imageCanvasWidth,height,polygonScan,imageCanvasHeight,0,2,Puzzle,null,polygon,randomAngle,prepareImage,width,positionTopOnImage,newCanvas,getContext;9,0;32,0;(),!==,const,this,*,=,if,.,return;17,0;11,0;drawBordersAndSave2;0;0;processId,imageData,polygon,radius,positionLeftOnImage,positionTopOnImage,boardCanvasWidth,boardCanvasHeight,imageCanvasWidth,imageCanvasHeight,randomAngle;DrawBordersService2;
DrawBordersService2;1;1,0;14,286;0,066;4,235;842,979;44,0;46,832;23,0;199,037;17,0;24,0;add,img,removeScalingOptions,canvas,bringToFront,disableControlsService,scaleToHeight,imageCanvasHeight,0,boardCanvasHeight,top,left,width,scaleToWidth,imageCanvasWidth,boardCanvasWidth,height;6,0;20,0;(),this,*,=,.,/;9,0;7,0;<anon method-1>;0;0;img;DrawBordersService2;
DrawBordersService2;1;7,0;13,208;0,486;38,789;56593,919;247,0;3144,107;60,0;1459,002;38,0;134,0;maxY,maxX,numberVertices,Math,points,setBoundary,min,dx,top,dy,scans,get,leftOffset,has,height,set,temporaryVector,max,ScanLineService,rightOffset,bottom,gradient,length,i,ceil,vector1,vector2,0,1,endY,minY,polygon,minX,width,x,y,startY,Map;22,0;113,0;new,(),<=,[],const,for,*,+,-,.,/,else,continue,! (prefix),let,++ (postfix),<,=,if,===,>,return;51,0;53,0;polygonScan;0;0;polygon,width,height,leftOffset,rightOffset;DrawBordersService2;
DrawBordersService2;1;3,0;11,538;0,134;11,111;4463,229;76,0;247,957;39,0;401,691;27,0;50,0;imageData,toDataURL,putImageData,puzzleImageSrc,rotateAngle,createHTMLCanvas,boardCanvasHeight,positionLeftOnImage,randomNumber,context,id,"2d",boardCanvasWidth,imageCanvasWidth,height,RandomUtilsService,360,imageCanvasHeight,0,Puzzle,randomAngle,null,width,positionTopOnImage,positionIndex,newCanvas,getContext;12,0;26,0;(),!==,{},const,else,this,let,:,if,=,.,return;28,0;26,0;prepareImage;0;0;id,imageData,width,height,positionLeftOnImage,positionTopOnImage,boardCanvasWidth,boardCanvasHeight,imageCanvasWidth,imageCanvasHeight,randomAngle;DrawBordersService2;
DrawBordersService2;1;5,0;27,778;0,229;17,68;12154,62;131,0;675,257;38,0;687,479;25,0;68,0;rotate,imageData,save,resultCanvasHeight,resultCanvasWidth,context2,putImageData,translate,rotateAngle,createHTMLCanvas,90,context,newCanvas2,"2d",height,restore,180,degreesToRadians,0,drawImage,2,null,width,newCanvas,getContext;13,0;63,0;&&,(),!==,const,:?,%,- (prefix),this,.,/,=,===,if;16,0;18,0;rotateImageAsImageData;0;0;imageData,rotateAngle;DrawBordersService2;
DrawBordersService2;1;2,0;18,182;0,16;8,8;4217,113;95,0;234,284;33,0;479,217;25,0;55,0;imageData,redrawInnerCircles,drawAdjacentPointService,createHTMLCanvas,boardCanvasHeight,createConnections,scans,context,drawPolygonFromScans,radius,"2d",boardCanvasWidth,imageCanvasWidth,height,canvas,polygonScan,imageCanvasHeight,0,putCreatedImage,2,null,polygon,width,newCanvas,getContext;8,0;40,0;(),!==,const,this,*,=,if,.;16,0;11,0;drawBordersAndInsertToBoard;0;0;canvas,imageData,polygon,radius,boardCanvasWidth,boardCanvasHeight,imageCanvasWidth,imageCanvasHeight;DrawBordersService2;
DrawBordersService2;1;2,0;40,0;0,085;10,667;2719,933;59,0;151,107;20,0;254,994;12,0;32,0;0,1,2,255,3,xBufferStart,4,data,imageData,i,xBufferEnd,yBuffer;8,0;27,0;+=,[],for,let,+,<,=,.;8,0;5,0;fillInside;0;0;imageData,yBuffer,xBufferStart,xBufferEnd;DrawBordersService2;
DrawBordersService2;1;3,0;30,0;0,207;25,667;15973,846;144,0;887,436;20,0;622,358;12,0;77,0;0,1,bufferedWidth,2,3,xBufferStart,4,data,imageData,i,xBufferEnd,yBuffer;8,0;67,0;+=,[],for,let,+,<,=,.;14,0;10,0;fillOutside;0;0;imageData,yBuffer,xBufferStart,xBufferEnd,bufferedWidth;DrawBordersService2;
DrawBordersService2;1;1,0;14,286;0,043;3,643;472,325;30,0;26,24;20,0;129,658;14,0;17,0;img,imageData,toDataURL,Image,putImageData,0,createHTMLCanvas,fabric,fromURL,width,newCanvas,getContext,"2d",height;6,0;13,0;(),const,this,function=>,=,.;13,0;7,0;putCreatedImage;0;0;imageData,width,height,canvas,boardCanvasWidth,boardCanvasHeight,imageCanvasWidth,imageCanvasHeight;DrawBordersService2;
DrawBordersService2;1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;drawAdjacentPointService,disableControlsService;DrawBordersService2;
DrawBordersService2;1;6,0;33,333;0,153;16,25;7459,398;91,0;414,411;33,0;459,04;20,0;50,0;xBufferStart,imageData,bottom,isValid,scan,xBufferEnd,fillOutside,yBuffer,right,undefined,0,1,null,top,4,scans,left,get,width,y;13,0;41,0;&&,!==,<=,(),this,*,+,while,.,else,let,if,=;23,0;18,0;drawPolygonFromScans;0;0;scans,imageData,top,bottom,width;DrawBordersService2;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm2\puzzle-generator-quadro2.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm2\puzzle-generator-quadro2.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,PuzzleGeneratorQuadroService2,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\puzzleRenderingAlgorithm\algorithm2\puzzle-generator-quadro2.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,PuzzleGeneratorQuadroService2,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
PuzzleGeneratorQuadroService2;1;1,0;6,25;0,194;13,556;7881,122;110,0;437,84;39,0;581,394;27,0;61,0;imageData,maxY,newHeight,maxX,point,sourceContext,points,boardCanvasHeight,drawBordersAndSave2,processId,positionLeftOnImage,radius,boardCanvasWidth,height,getImageData,newWidth,forEach,0,2,Puzzle,minY,polygon,randomAngle,minX,width,drawBordersService,positionTopOnImage;12,0;49,0;(),const,function=>,this,let,*,+,=,-,.,return,/;23,0;16,0;processPolygonAndGetData;0;0;polygon,processId,width,height,sourceContext,radius,boardCanvasWidth,boardCanvasHeight,randomAngle;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;2,0;25,0;0,062;5,447;1021,31;39,0;56,739;28,0;187,487;19,0;23,0;console,puzzles,log,photoCanvasWidth,push,photoCanvasHeight,1,boardCanvasHeight,polygon,randomAngle,null,processId,puzzle,context,toString,"Error: error occured during creation of puzzle!",radius,processPolygonAndGetData,boardCanvasWidth;9,0;16,0;(),!==,const,else,this,+,=,if,.;10,0;8,0;<anon method-2>;0;0;polygon;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;1,0;50,0;0,014;1,5;64,529;12,0;3,585;12,0;43,02;9,0;9,0;photoCanvasHeight,boardCanvasHeight,polygon,processPolygon,targetCanvas,photoCanvasWidth,context,radius,boardCanvasWidth;3,0;3,0;(),this,.;1,0;2,0;<anon method-1>;0;0;polygon;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;11,0;21,569;0,546;46,129;75620,749;289,0;4201,153;51,0;1639,331;31,0;143,0;leftTopPoint,leftConnection,polygons,none,Math,points,random,leftBottomPoint,rightBottomPoint,topConnection,Polygon,rightConnection,connections,pointMap,Connection,length,i,j,fillProbability,fill,push,hole,1,2,3,polygon,innerCircles,rightTopPoint,Object,bottomConnection,assign;20,0;146,0;(),[],{},const,for,this,+,,,-,.,else,let,:,++ (postfix),<,=,if,===,>,return;67,0;51,0;createPolygonsFromPointMap;0;0;pointMap,sourceContext;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;3,0;27,273;0,074;6,111;1351,401;46,0;75,078;28,0;221,138;18,0;22,0;console,pointMap,"Error: context is null or one of canvases not exists",targetCanvas,polygons,log,photoCanvasWidth,forEach,createPointMap,undefined,photoCanvasHeight,null,polygon,context,sourceCanvas,getContext,"2d",createPolygonsFromPointMap;10,0;24,0;&&,(),!==,const,else,this,function=>,=,if,.;11,0;11,0;divideToPuzzleWithInsertionToBoard;0;0;sourceCanvas,targetCanvas,photoCanvasWidth,photoCanvasHeight,boardCanvasWidth,boardCanvasHeight,radius;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;1,0;33,333;0,011;2,5;82,5;11,0;4,583;8,0;33,0;4,0;5,0;dispatch,puzzles,addPuzzles,store;4,0;6,0;(),{},this,.;3,0;3,0;insertPuzzlesToStore;0;0;puzzles;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;3,0;20,0;0,116;7,44;2596,808;67,0;144,267;37,0;349,033;25,0;31,0;polygons,log,createPointMap,undefined,photoCanvasHeight,processId,context,sourceCanvas,"2d",createPolygonsFromPointMap,console,puzzles,pointMap,"Error: context is null or one of canvases not exists",targetCanvas,photoCanvasWidth,forEach,shuffleArray,shufflePuzzlesService,0,Puzzle,null,polygon,insertPuzzlesToStore,getContext;12,0;36,0;&&,(),!==,[],const,else,this,function=>,let,=,if,.;25,0;15,0;divideToPuzzle;0;0;sourceCanvas,targetCanvas,photoCanvasWidth,photoCanvasHeight,boardCanvasWidth,boardCanvasHeight,radius,randomAngle;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;1,0;12,5;0,049;3,6;532,863;40,0;29,604;13,0;148,018;10,0;24,0;min,minY,minX,max,maxY,maxX,x,y,Math,point;3,0;16,0;(),=,.;6,0;8,0;<anon method-5>;0;0;point;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;12,0;24,49;0,447;62,727;84194,148;243,0;4677,453;46,0;1342,226;22,0;115,0;numberColumns,randomColumn,pointMap,initialValueColumn,i,j,RandomUtilsService,Point,Math,0,1,maxPointRangeRow,width,x,randomNumber,y,maxSquareSizeHeight,maxSquareSizeWidth,randomRow,floor,numberRows,height;24,0;128,0;&&,(),!==,[],{},const,- (prefix),this,for,*,+,-,.,/,else,continue,let,:,++ (postfix),<,=,if,===,return;55,0;49,0;createPointMap;0;0;width,height;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;1,0;25,0;0,091;6,0;1644,777;72,0;91,377;14,0;274,13;11,0;44,0;leftTopPoint,1,leftBottomPoint,2,rightTopPoint,5,x,rightBottomPoint,y,drawLine,sourceContext;3,0;28,0;(),this,.;6,0;4,0;drawScheme;0;0;sourceContext,leftBottomPoint,leftTopPoint,rightTopPoint,rightBottomPoint;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;1,0;12,5;0,049;3,6;532,863;40,0;29,604;13,0;148,018;10,0;24,0;min,minY,minX,max,maxY,maxX,x,y,Math,point;3,0;16,0;(),=,.;6,0;8,0;<anon method-3>;0;0;point;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;drawBordersService,store,shufflePuzzlesService;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;1,0;50,0;0,024;4,0;292,33;22,0;16,241;10,0;73,082;6,0;12,0;minY,minX,x,y,radius,point;4,0;10,0;+,=,-,.;4,0;2,0;<anon method-4>;0;0;point;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;1,0;16,667;0,04;2,077;249,231;30,0;13,846;16,0;120,0;13,0;18,0;strokeStyle,"#cfc",beginPath,thickness,lineTo,stroke,lineWidth,context,y1,x1,y2,x2,moveTo;3,0;12,0;(),=,.;8,0;6,0;drawLine;0;0;context,x1,y1,x2,y2,thickness;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;1,0;50,0;0,024;4,0;292,33;22,0;16,241;10,0;73,082;6,0;12,0;minY,minX,x,y,radius,point;4,0;10,0;+,=,-,.;4,0;2,0;<anon method-6>;0;0;point;PuzzleGeneratorQuadroService2;
PuzzleGeneratorQuadroService2;1;1,0;7,692;0,136;9,783;3997,134;81,0;222,063;33,0;408,596;23,0;45,0;getImageData,newWidth,imageData,targetCanvas,maxY,forEach,newHeight,maxX,drawBordersAndInsertToBoard,point,sourceContext,points,0,2,boardCanvasHeight,minY,polygon,minX,width,drawBordersService,radius,boardCanvasWidth,height;10,0;36,0;(),const,function=>,this,let,*,+,=,-,.;20,0;13,0;processPolygon;0;0;polygon,width,height,targetCanvas,sourceContext,radius,boardCanvasWidth,boardCanvasHeight;PuzzleGeneratorQuadroService2;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\scan-line.service.spec.ts;0;1,0;33,333;0,013;2,4;91,294;12,0;5,072;9,0;38,039;5,0;6,0;TestBed,configureTestingModule,service,ScanLineService,inject;4,0;6,0;(),{},=,.;4,0;3,0;<anon method-2>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\scan-line.service.spec.ts;0;1,0;20,0;0,01;1,5;45,0;10,0;2,5;8,0;30,0;5,0;5,0;"should be created",beforeEach,service,ScanLineService,it;3,0;5,0;(),function=>,let;10,0;5,0;<anon method-1>;0;0;;Not class;
E:\aspects\canvasSPLforSPA\canvasSPLforSPA\src\app\services\puzzleGenerator\scan-line.service.spec.ts;0;1,0;50,0;0,005;1,0;13,932;6,0;0,774;5,0;13,932;3,0;3,0;expect,service,toBeTruthy;2,0;3,0;(),.;3,0;2,0;<anon method-3>;0;0;;Not class;
ScanLineService;1;2,0;200,0;0,011;5,0;168,441;12,0;9,358;7,0;33,688;2,0;4,0;left,right;5,0;8,0;&&,this,===,return,.;3,0;1,0;equals;0;0;left,right;ScanLineService;
ScanLineService;1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;1,0;0,0;constructor;0;0;;ScanLineService;
ScanLineService;1;3,0;75,0;0,03;8,75;787,021;26,0;43,723;11,0;89,945;4,0;10,0;1,left,right,leftRight;7,0;16,0;this,<,if,=,-,.,>;8,0;4,0;setBoundary;0;0;leftRight;ScanLineService;
ScanLineService;1;1,0;100,0;0,007;2,0;41,359;8,0;2,298;6,0;20,68;2,0;2,0;left,right;4,0;6,0;<=,this,return,.;3,0;1,0;isValid;0;0;;ScanLineService;
ScanLineService;1;1,0;50,0;0,009;1,5;42,11;10,0;2,339;7,0;28,074;4,0;4,0;newLeft,newRight,left,right;3,0;6,0;this,=,.;4,0;2,0;set;0;0;newLeft,newRight;ScanLineService;
ScanLineService;1;1,0;50,0;0,014;1,8;75,6;14,0;4,2;8,0;42,0;5,0;6,0;Number,MAX_SAFE_INTEGER,left,right,MIN_SAFE_INTEGER;3,0;8,0;this,=,.;4,0;2,0;clearBoundary;0;0;;ScanLineService;
